record_id,project_id,state_ut,district,sub_district,village,village_lgd_code,project_type,applicable_act,land_required_hectares,parcel_count,land_owner_count,affected_families,displaced_families,objections_count,hearings_count,court_case_count,compensation_assessed_inr,compensation_disbursed_inr,compensation_pending_inr,rr_assessed_inr,rr_disbursed_inr,land_record_digitization_rate,current_stage,estimated_duration_days,delay_risk_score,delayed_flag,data_provenance,synthetic_note
SYN-ACQ-01526,SYN-PROJ-01526,CHHATTISGARH,Mahasamund,Bagbahra,Amethi,446671.0,Railway,National Highways Act 1956,38.88,139,33,9,9,5,2,0,304316400,163130400,141186000,6691500,3963400,0.7883,Objection/Hearing,401,0.2466,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01527,SYN-PROJ-01527,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur (MCB),Chirmiri,Dubchhola,431767.0,Irrigation,Other applicable statute,72.71,217,138,62,30,30,23,1,192254100,120341100,71912900,38897700,15074500,0.842,Compensation,550,0.3061,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01528,SYN-PROJ-01528,CHHATTISGARH,Durg,Durg,Arasnara,442554.0,Urban Infrastructure,National Highways Act 1956,47.39,4,173,39,12,11,10,0,470765600,407120900,63644700,15018800,7246500,0.7825,GIS Verification,458,0.2884,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01529,SYN-PROJ-01529,CHHATTISGARH,Mahasamund,Basna,Bichhiya,445806.0,Irrigation,Railways Act 1989,37.48,137,120,37,17,20,17,1,145304500,109248700,36055800,28442100,19041700,0.9037,Compensation,462,0.0672,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01530,SYN-PROJ-01530,CHHATTISGARH,Korba,Korba,FOREST,51.0,Irrigation,National Highways Act 1956,0.65,63,108,46,19,30,22,1,34431600,21147200,13284400,37571800,32329200,0.9174,R&R,397,0.2957,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01531,SYN-PROJ-01531,CHHATTISGARH,Raigarh,Pusour,Daubhathli,435090.0,Industrial Corridor,RFCTLARR Act 2013,71.39,35,33,3,3,9,7,2,558986400,558986400,0,2612000,1621700,0.6911,Completed,270,0.14,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01532,SYN-PROJ-01532,CHHATTISGARH,Bemetara,Bemetara,Bilai,441994.0,Urban Infrastructure,Railways Act 1989,54.37,190,147,60,32,35,26,1,317339500,183174100,134165400,23835000,19222200,0.7516,Compensation,425,0.2011,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01533,SYN-PROJ-01533,CHHATTISGARH,Mahasamund,Basna,Bhawarchuwa Tukda,445647.0,Railway,RFCTLARR Act 2013,11.47,28,123,53,17,29,24,2,85382600,60397800,24984800,16723400,10742400,0.6945,Completed,537,0.2928,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01534,SYN-PROJ-01534,CHHATTISGARH,Gariyaband,Fingeshwar,FOREST,51.0,Urban Infrastructure,National Highways Act 1956,38.57,143,140,12,12,39,18,3,168000200,58521900,109478300,8106800,4475800,0.6794,Proposal,449,0.3688,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01535,SYN-PROJ-01535,CHHATTISGARH,Gariyaband,Gariyaband,Hardi,445066.0,National Highway,National Highways Act 1956,41.62,104,14,7,7,4,3,0,391310400,342505300,48805000,5485700,1638200,0.7335,R&R,273,0.1423,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01536,SYN-PROJ-01536,CHHATTISGARH,Mahasamund,Bagbahra,Churki,446743.0,Irrigation,Railways Act 1989,51.16,30,126,20,1,26,16,2,359805100,296639100,63166000,16533600,9116700,0.6512,Objection/Hearing,539,0.2199,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01537,SYN-PROJ-01537,CHHATTISGARH,Bijapur,Usur,Palaguda,450953.0,Power Transmission,RFCTLARR Act 2013,32.07,212,71,10,10,9,8,0,167608300,127748700,39859600,1918900,1553100,0.9313,Completed,521,0.1612,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01538,SYN-PROJ-01538,CHHATTISGARH,Jashpur,Bagbahar,Jhimaki,434330.0,National Highway,Other applicable statute,34.87,84,9,4,4,0,0,0,227051100,227051100,0,3039100,152000,0.8987,Compensation,425,0.0,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01539,SYN-PROJ-01539,CHHATTISGARH,Mahasamund,Pithora,Gauriya,446503.0,Railway,Railways Act 1989,39.0,163,8,4,0,1,0,0,179700100,136492100,43207900,1546700,912500,0.7936,Compensation,467,0.2375,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01540,SYN-PROJ-01540,CHHATTISGARH,Kondagaon,BADERAJPUR,Rogadihi,650902.0,National Highway,National Highways Act 1956,51.19,69,29,6,6,11,6,1,268290600,267670700,620000,2934600,2637400,0.9541,GIS Verification,597,0.3516,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01541,SYN-PROJ-01541,CHHATTISGARH,Korba,Pasan,Semra,436016.0,Railway,RFCTLARR Act 2013,60.85,31,114,22,22,7,5,0,402925100,286312700,116612300,16358200,13705300,0.6195,Completed,358,0.1947,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01542,SYN-PROJ-01542,CHHATTISGARH,Sarangarh-Bilaigarh,Sarangarh,Ghathula Bade,435513.0,Urban Infrastructure,Railways Act 1989,64.76,86,153,67,19,35,28,2,625413500,482183300,143230300,57347600,54419100,0.6305,Completed,213,0.2228,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01543,SYN-PROJ-01543,CHHATTISGARH,Dakshin Bastar Dantewada,Bade Bacheli,Pirnar,450252.0,Railway,Railways Act 1989,65.7,167,102,23,17,1,0,0,631992200,389647200,242345000,15060700,15060700,0.9298,Scrutiny,281,0.125,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01544,SYN-PROJ-01544,CHHATTISGARH,Balodabazar-Bhatapara,Lavan,Lata,443825.0,Urban Infrastructure,Other applicable statute,44.11,76,73,27,26,24,9,0,286092900,263037800,23055100,5827500,4740200,0.9006,Compensation,608,0.4152,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01545,SYN-PROJ-01545,CHHATTISGARH,Jashpur,Kunkuri,FOREST,51.0,National Highway,RFCTLARR Act 2013,60.45,70,42,20,20,2,0,0,135709900,135709900,0,16369900,14671900,0.9699,Scrutiny,105,0.0,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01546,SYN-PROJ-01546,CHHATTISGARH,Kabeerdham,Bodla,Pondi,439367.0,National Highway,RFCTLARR Act 2013,69.52,189,149,44,34,19,10,2,317787500,224596600,93190900,31346600,7199200,0.8353,Proposal,414,0.0676,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01547,SYN-PROJ-01547,CHHATTISGARH,Dhamtari,Magarlod,Pipraud,447003.0,Industrial Corridor,National Highways Act 1956,70.56,29,133,62,0,30,28,1,601221100,450623200,150597900,54417100,39016300,0.5913,Objection/Hearing,722,0.3924,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01548,SYN-PROJ-01548,CHHATTISGARH,Surguja,Lundra,Jori,433330.0,Industrial Corridor,RFCTLARR Act 2013,34.53,24,112,46,18,10,7,2,146486500,116145500,30340900,7581900,5422200,0.8678,Notification,589,0.3755,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01549,SYN-PROJ-01549,CHHATTISGARH,Kondagaon,Pharasgaon,Mode,448975.0,National Highway,National Highways Act 1956,22.71,143,124,32,4,25,11,3,124285400,106206500,18078900,25871200,21302600,0.9571,Objection/Hearing,420,0.2191,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01550,SYN-PROJ-01550,CHHATTISGARH,Sarangarh-Bilaigarh,Baramkela,Charbhantha,435729.0,Railway,Other applicable statute,1.96,78,120,28,22,30,17,0,49245400,33154300,16091000,5093500,2725400,0.9523,Compensation,317,0.0985,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01551,SYN-PROJ-01551,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,Mohla,FOREST,51.0,Irrigation,National Highways Act 1956,58.18,53,148,52,6,7,6,0,305529700,204157100,101372700,30659400,12154500,0.9588,Award,568,0.1891,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01552,SYN-PROJ-01552,CHHATTISGARH,Raipur,Kharora,Bharuwadih Kala,444952.0,Irrigation,RFCTLARR Act 2013,26.15,136,16,4,4,0,0,0,233798600,179832200,53966400,1655000,1655000,0.7639,Compensation,236,0.2705,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01553,SYN-PROJ-01553,CHHATTISGARH,Kondagaon,BADERAJPUR,Pharsadihi,650900.0,Power Transmission,Railways Act 1989,4.78,98,114,9,9,12,10,2,41435400,41435400,0,3274600,1852300,0.7946,Possession,334,0.0535,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01554,SYN-PROJ-01554,CHHATTISGARH,Raigarh,Tamnar,Banjikhol,434742.0,National Highway,Railways Act 1989,13.56,98,134,47,33,39,21,0,56670300,31899900,24770300,20099000,12442800,0.6625,Compensation,591,0.2934,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01555,SYN-PROJ-01555,CHHATTISGARH,Dhamtari,Magarlod,Pendra,446920.0,Railway,National Highways Act 1956,42.01,214,127,43,4,12,9,0,350521300,317129300,33391900,38530000,28169700,0.9743,Scrutiny,178,0.0297,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01556,SYN-PROJ-01556,CHHATTISGARH,Bastar,Bakavand,Belgaon,449494.0,Industrial Corridor,Other applicable statute,52.26,4,70,26,3,21,9,0,374560100,255458800,119101400,11996500,7666600,0.9307,Possession,567,0.2429,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01557,SYN-PROJ-01557,CHHATTISGARH,Korba,Poundi-Uproda,Thutipipar,436104.0,Industrial Corridor,Railways Act 1989,48.87,218,44,12,10,15,8,0,409819800,289920900,119898900,5692700,4897700,0.8669,Notification,443,0.0969,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01558,SYN-PROJ-01558,CHHATTISGARH,Raigarh,Raigarh,FOREST,51.0,National Highway,National Highways Act 1956,54.9,36,138,3,3,18,17,1,526355600,278270400,248085200,2621400,1602200,0.7641,Award,305,0.2119,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01559,SYN-PROJ-01559,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,Ambagarh Chouki,Dodke,441674.0,Railway,Other applicable statute,26.47,89,43,13,10,14,13,0,212510400,98254900,114255500,6219600,5076800,0.59,Notification,577,0.4236,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01560,SYN-PROJ-01560,CHHATTISGARH,Surajpur,Premnagar,Bhagwanpur,432888.0,Railway,National Highways Act 1956,47.06,199,44,4,4,8,4,0,378719900,144848200,233871700,1890600,1253000,0.8343,Award,367,0.2286,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01561,SYN-PROJ-01561,CHHATTISGARH,Raigarh,Dharamjaigarh,MARPAHAR R.F.,51.0,National Highway,RFCTLARR Act 2013,47.44,85,177,64,37,52,43,1,253419500,196123600,57295900,25690200,7302400,0.8328,Scrutiny,323,0.0583,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01562,SYN-PROJ-01562,CHHATTISGARH,Rajnandgaon,Rajnandgaon,Baiga Tola,440816.0,Power Transmission,National Highways Act 1956,54.67,166,125,24,24,18,13,1,417567800,126774000,290793800,15272700,10290500,0.9905,R&R,554,0.1978,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01563,SYN-PROJ-01563,CHHATTISGARH,Kondagaon,Makdi,Sodma,448846.0,Power Transmission,National Highways Act 1956,44.08,197,15,5,5,2,1,0,391229600,224528400,166701200,1676900,686600,0.923,Proposal,320,0.027,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01564,SYN-PROJ-01564,CHHATTISGARH,Uttar Bastar Kanker,Bhanupratappur,Baijanpuri,447604.0,Railway,Railways Act 1989,62.78,143,125,51,37,48,42,6,585228400,540045900,45182500,35323200,27293100,0.843,Objection/Hearing,397,0.2579,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01565,SYN-PROJ-01565,CHHATTISGARH,Gaurela-Pendra-Marwahi,Marwahi,Kachhar,437536.0,Railway,National Highways Act 1956,20.42,38,36,10,10,3,2,0,192433800,119333900,73100000,8700300,7175200,0.8493,Possession,386,0.2226,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01566,SYN-PROJ-01566,CHHATTISGARH,Jashpur,Bagicha,Mahuwadih,433711.0,Power Transmission,RFCTLARR Act 2013,32.07,174,59,16,11,9,8,2,259938700,118662600,141276100,3427800,1026400,0.7772,R&R,467,0.3334,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01567,SYN-PROJ-01567,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur (MCB),Kelhari,Kelhari,431638.0,Industrial Corridor,National Highways Act 1956,4.09,121,102,18,18,16,14,5,44518200,38140500,6377700,2963900,724900,0.7864,Compensation,388,0.2583,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01568,SYN-PROJ-01568,CHHATTISGARH,Balodabazar-Bhatapara,Kasdol,Chharchhed,444031.0,National Highway,Railways Act 1989,39.58,176,36,19,5,7,6,0,269279000,207233100,62045900,3388100,2360000,0.9505,Compensation,520,0.3507,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01569,SYN-PROJ-01569,CHHATTISGARH,Bemetara,Berla,Hadgaon,442256.0,Industrial Corridor,RFCTLARR Act 2013,62.28,204,60,20,20,3,2,0,417458500,289428000,128030500,15632200,11006600,0.8455,Notification,361,0.3072,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01570,SYN-PROJ-01570,CHHATTISGARH,Kabeerdham,Pipariya,Agarikalan,439138.0,Urban Infrastructure,RFCTLARR Act 2013,10.17,158,121,10,10,31,21,1,59078000,34771400,24306600,8186800,5032100,0.9546,Possession,365,0.1885,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01571,SYN-PROJ-01571,CHHATTISGARH,Mahasamund,Pithora,Jhapimauha (Jhapimauta),446415.0,National Highway,Other applicable statute,1.82,163,55,24,24,14,6,1,21024100,15019600,6004500,20910000,15855300,0.748,Completed,475,0.3549,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01572,SYN-PROJ-01572,CHHATTISGARH,Bemetara,Nandghat,Temri,441853.0,Irrigation,National Highways Act 1956,39.26,10,85,2,2,7,6,0,177982600,177982600,0,449200,261100,0.7789,Completed,210,0.0021,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01573,SYN-PROJ-01573,CHHATTISGARH,Balod,Daundi,Kesopur,443343.0,National Highway,Railways Act 1989,24.05,95,49,25,25,9,5,0,134087200,100657300,33430000,19813500,15925300,0.8024,GIS Verification,399,0.2411,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01574,SYN-PROJ-01574,CHHATTISGARH,Mahasamund,Mahasamund,Kurrubhatha,446169.0,Urban Infrastructure,Railways Act 1989,68.98,209,98,41,25,28,25,3,265287700,213306100,51981600,24680100,21982400,0.9795,Scrutiny,558,0.3252,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01575,SYN-PROJ-01575,CHHATTISGARH,Balodabazar-Bhatapara,Palari,Sakri,443880.0,Urban Infrastructure,RFCTLARR Act 2013,48.33,53,97,7,7,44,35,5,446053500,446053500,0,1767600,1417400,0.9826,Objection/Hearing,554,0.2295,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01576,SYN-PROJ-01576,CHHATTISGARH,Sarangarh-Bilaigarh,Baramkela,Penwaragarh,435671.0,Power Transmission,Other applicable statute,64.46,213,88,22,11,34,20,2,384344000,252701900,131642100,12676500,9378000,0.7521,Scrutiny,583,0.3909,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01577,SYN-PROJ-01577,CHHATTISGARH,Kondagaon,Kondagaon,Satgaon,448670.0,Industrial Corridor,Other applicable statute,49.48,184,141,39,9,39,30,0,179859900,144719800,35140200,9235600,7479400,0.7686,Completed,403,0.1821,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01578,SYN-PROJ-01578,CHHATTISGARH,Mungeli,Mungeli,Thakurkapa,438141.0,Irrigation,RFCTLARR Act 2013,54.92,108,145,25,25,43,17,1,489483700,361901200,127582500,5209700,3454400,0.5566,Objection/Hearing,419,0.3392,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01579,SYN-PROJ-01579,CHHATTISGARH,Sukma,Konta,Linganpalli,450488.0,Irrigation,Railways Act 1989,12.71,81,68,18,13,3,2,1,125057500,82386500,42671000,10940600,7099300,0.7757,Possession,549,0.1831,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01580,SYN-PROJ-01580,CHHATTISGARH,Sukma,Konta,Betahadma,450531.0,Railway,National Highways Act 1956,4.48,122,149,40,16,25,21,0,70515800,69233600,1282300,24851200,19373300,0.9657,Award,227,0.1206,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01581,SYN-PROJ-01581,CHHATTISGARH,Uttar Bastar Kanker,Bhanupratappur,FOREST,51.0,Irrigation,Railways Act 1989,50.38,67,98,10,10,32,29,3,111904900,79039100,32865800,3346200,2419800,0.8626,GIS Verification,293,0.0379,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01582,SYN-PROJ-01582,CHHATTISGARH,Balrampur-Ramanujganj,Balrampur,Sauni,432063.0,Urban Infrastructure,Other applicable statute,37.46,9,23,3,3,4,3,0,108334400,84805800,23528600,1252000,820700,0.767,Completed,289,0.0459,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01583,SYN-PROJ-01583,CHHATTISGARH,Uttar Bastar Kanker,Durgkondal,Chemal,447674.0,Power Transmission,National Highways Act 1956,26.74,160,22,1,1,8,6,0,102679900,59647600,43032300,874300,686500,0.9481,GIS Verification,499,0.2106,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01584,SYN-PROJ-01584,CHHATTISGARH,Balrampur-Ramanujganj,Ramanujganj,Deogai,431932.0,National Highway,Railways Act 1989,70.74,153,9,3,3,3,1,0,586387000,586387000,0,2524900,1057500,0.8358,Objection/Hearing,363,0.0651,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01585,SYN-PROJ-01585,CHHATTISGARH,Narayanpur,Chhotedongar,Mahimagawadi,449767.0,Industrial Corridor,Railways Act 1989,13.92,77,86,27,11,17,8,2,162820900,146607000,16213900,24218100,16898000,0.5631,R&R,538,0.4808,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01586,SYN-PROJ-01586,CHHATTISGARH,Rajnandgaon,Rajnandgaon,Somni,440827.0,Power Transmission,Other applicable statute,71.92,56,116,16,4,12,9,2,197228100,178315200,18912900,10421600,7869800,0.595,Completed,241,0.0895,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01587,SYN-PROJ-01587,CHHATTISGARH,Balrampur-Ramanujganj,Rajpur,Karwan,433242.0,National Highway,RFCTLARR Act 2013,31.02,148,120,56,19,21,15,0,285851200,211840500,74010700,8707900,4513100,0.9222,Compensation,351,0.0,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01588,SYN-PROJ-01588,CHHATTISGARH,Kondagaon,Kondagaon,Bhiragaon,448681.0,National Highway,Railways Act 1989,60.96,203,90,32,23,28,24,4,284241900,84910400,199331500,24600400,10153800,0.9166,Possession,608,0.3683,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01589,SYN-PROJ-01589,CHHATTISGARH,Sarangarh-Bilaigarh,Baramkela,BIJAMAL R.F.,51.0,Urban Infrastructure,RFCTLARR Act 2013,13.42,160,82,38,9,3,1,0,90114000,21851500,68262500,11124000,9037000,0.6399,Completed,823,0.532,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01590,SYN-PROJ-01590,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur (MCB),Khadganva,Ratanpur,431775.0,Industrial Corridor,Railways Act 1989,57.73,149,112,34,15,22,14,0,343381100,311488000,31893100,12727000,12727000,0.5622,Notification,326,0.2428,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01591,SYN-PROJ-01591,CHHATTISGARH,Durg,Durg,Khamharia,442591.0,Industrial Corridor,Railways Act 1989,69.75,194,40,13,7,6,3,0,330440000,298554100,31885900,6990700,6088800,0.6168,Award,237,0.0301,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01592,SYN-PROJ-01592,CHHATTISGARH,Dakshin Bastar Dantewada,Dantewada,Kuper,450082.0,Power Transmission,Railways Act 1989,30.4,5,79,11,9,17,12,2,119673700,101884100,17789600,8942800,7465300,0.6554,Scrutiny,215,0.1583,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01593,SYN-PROJ-01593,CHHATTISGARH,Bilaspur,Beltara,Bhandi,438715.0,Irrigation,Other applicable statute,43.52,185,48,20,2,11,8,1,213714400,154204800,59509600,11634400,8980700,0.9287,Notification,447,0.1775,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01594,SYN-PROJ-01594,CHHATTISGARH,Uttar Bastar Kanker,Charama,Junwani,447433.0,Industrial Corridor,Other applicable statute,2.2,103,172,70,26,65,33,1,43101600,40992900,2108700,51002100,39848400,0.5905,Completed,560,0.1906,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01595,SYN-PROJ-01595,CHHATTISGARH,Khairagarh-Chhuikhadan-Gandai,Chhuikhadan,Salhekalan,440300.0,Railway,National Highways Act 1956,64.85,130,71,27,9,12,9,0,406587400,276364700,130222700,23061500,22527900,0.7538,Award,404,0.1462,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01596,SYN-PROJ-01596,CHHATTISGARH,Balod,Marri Bangla (Deori),Koliyari,442935.0,Railway,RFCTLARR Act 2013,43.66,22,113,31,7,9,5,0,154167900,91069400,63098500,5056300,4128000,0.5868,Completed,464,0.4081,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01597,SYN-PROJ-01597,CHHATTISGARH,Kabeerdham,Bodla,Amapani,439319.0,Railway,RFCTLARR Act 2013,43.54,58,62,2,2,17,11,0,365339500,365339500,0,515100,417400,0.5778,R&R,565,0.1853,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-01598,SYN-PROJ-01598,CHHATTISGARH,Janjgir-Champa,Akaltara,Sankar,436593.0,National Highway,Railways Act 1989,45.12,30,83,17,17,25,16,1,167153100,115507700,51645400,13870100,13870100,0.8963,Notification,527,0.3961,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
